ring,leader,leader_stores,total_stores,status,home_depot_stores,lowes_stores,lowes_share
urban_core,McDonald's,33,88,contested,0,0,0.000
inner_suburb,McDonald's,106,294,contested,0,0,0.000
outer_suburb,McDonald's,83,234,contested,0,0,0.000
exurb,McDonald's,7,23,contested,0,0,0.000

brand,store_id,city,county_name,ring,distance_from_core_miles
McDonald's,fab13504-f162-46a3-b956-0b95e40dd97b,Lilburn,Gwinnett County,inner_suburb,18.79
McDonald's,c8387adf-a0ff-4e08-be67-fcfd3222c73c,Marietta,Cobb County,inner_suburb,18.86
McDonald's,196db388-959e-4005-a856-1f1887ebb444,Lilburn,Gwinnett County,inner_suburb,18.89
Taco Bell,4ecd4026-6750-4ac1-ac9a-30201b478945,Stockbridge,Henry County,inner_suburb,18.93
Wendy's,66c17be6-4af6-4e09-bd6c-9cbaee56e4dc,Stockbridge,Henry County,inner_suburb,18.94
Wendy's,bfd8653a-2a11-406d-9f51-90a560647a67,Lilburn,Gwinnett County,inner_suburb,18.98
McDonald's,356e84e1-94f2-4b5c-9e43-d0299a7de6d1,Marietta,Cobb County,inner_suburb,19.05
McDonald's,edfc8ee6-66be-4df7-9299-b30c55f78343,Stockbridge,Henry County,inner_suburb,19.06
Wendy's,f1f490ba-8b88-4f3f-acd2-bfc63eac959b,Roswell,Fulton County,inner_suburb,19.12
McDonald's,60fa2ac1-4ebd-4b8f-af98-d6031a205511,Roswell,Fulton County,inner_suburb,19.14
Burger King,85f6cf11-7480-4115-b6a7-5028b2df614c,Douglasville,Douglas County,inner_suburb,19.14
Taco Bell,2e8d0f74-6e5e-4176-951a-ff8074dc2e88,Marietta,Cobb County,inner_suburb,19.18
Burger King,58a6c3a8-9cc9-4c73-a44d-1e0052dd7879,Marietta,Cobb County,inner_suburb,19.21
Taco Bell,67413d14-5565-4f6b-bf96-b341e97ac99c,Douglasville,Douglas County,inner_suburb,19.24
Wendy's,f10696d6-f09b-4f36-bb2d-5ffa710e1ebb,Marietta,Cobb County,inner_suburb,19.30
Taco Bell,f166f8ca-ae19-4316-91f2-46d23aa83232,Roswell,Fulton County,inner_suburb,19.45
McDonald's,f80aeff4-8685-4c2a-9985-22849b378461,Stockbridge,Henry County,inner_suburb,19.46
McDonald's,3d19d859-fde7-4628-8abd-d4e1f39b7dac,Marietta,Cobb County,inner_suburb,19.48
Taco Bell,24f15902-e622-422f-ad7a-da1dfa6ee53d,Fayetteville,Fayette County,inner_suburb,19.67
McDonald's,ef9aed58-af51-4c23-8093-7fef90a87aac,Douglasville,Douglas County,inner_suburb,19.73
Wendy's,612e56b5-5a63-470c-9e73-46ea15ea579e,Douglasville,Douglas County,inner_suburb,19.78
McDonald's,533d9c21-d0c1-4bce-be28-be416bdf45eb,Roswell,Fulton County,inner_suburb,19.95
Wendy's,3919097c-8ffb-4f8f-ba88-1e4e47d1806c,Stockbridge,Henry County,inner_suburb,20.01
McDonald's,ea1dc181-a87a-475b-b5ab-841f6ff73c5b,Douglasville,Douglas County,inner_suburb,20.06
Taco Bell,92c541d4-d3d3-4353-acd6-fec3b2ba748d,Snellville,Gwinnett County,inner_suburb,20.15
Wendy's,13dd5826-bd79-44ff-995a-a7cecf6cd877,Duluth,Gwinnett County,inner_suburb,20.16
Wendy's,65f213a9-5cbd-4194-9171-346848b12d04,Snellville,Gwinnett County,inner_suburb,20.16
Burger King,a1de3d2a-3adb-4540-abc4-ecf0ace28ca1,Fayetteville,Fayette County,inner_suburb,20.18
McDonald's,ed8a35f1-68b7-47f9-9b2f-283113b8bb2a,Snellville,Gwinnett County,inner_suburb,20.20
Burger King,2090ec15-9e0b-418a-a394-45e9aaa61ed4,Snellville,Gwinnett County,inner_suburb,20.21
McDonald's,e334da8c-e119-4332-bca2-e8e728c54599,Lawrenceville,Gwinnett County,inner_suburb,20.21
Burger King,af246c36-f830-4101-a6bf-cd04743a50b6,Duluth,Gwinnett County,inner_suburb,20.34
Taco Bell,abfe918b-e6d2-4efd-8b68-50cd09ac2ddc,Marietta,Cobb County,inner_suburb,20.35
Wendy's,9dd6ffd8-f54d-4246-b0c6-e9751a7fcf6a,Marietta,Cobb County,inner_suburb,20.36
McDonald's,97205fdb-6c0f-46b8-acfa-b01f650ebcbf,Duluth,Gwinnett County,inner_suburb,20.41
McDonald's,dfd33b85-55d7-4628-a816-cd3e0e04b23c,Fayetteville,Fayette County,inner_suburb,20.48
Burger King,19cfe647-fdd7-4eb2-a410-cc77f43257ad,Duluth,Gwinnett County,inner_suburb,20.49
Taco Bell,14be44f7-e53f-451d-a8a7-e2f1562a3cbb,Duluth,Gwinnett County,inner_suburb,20.50
Wendy's,eee72a2f-8528-4c70-a855-81acc8070ee0,Duluth,Gwinnett County,inner_suburb,20.51
Burger King,cf5b72d5-42fb-4964-89d5-2c771baa3ebe,Alpharetta,Fulton County,inner_suburb,20.54
Taco Bell,b8b5662f-f2d2-464b-b261-98ac82df49d9,Douglasville,Douglas County,inner_suburb,20.55
Wendy's,383ed307-c0d6-4c19-a28d-d331241c008a,Alpharetta,Fulton County,inner_suburb,20.56
Taco Bell,a791d604-09e7-475c-9aac-e4c63d4e09c8,Marietta,Cobb County,inner_suburb,20.60
McDonald's,51ac5664-b884-4f4b-a196-5132f9e4fac9,Roswell,Fulton County,inner_suburb,20.67
McDonald's,f25fb83f-71b5-43a3-90b8-c293ede6c75f,Marietta,Cobb County,inner_suburb,20.67
Burger King,2a41db4d-3cf0-49ea-8570-3bd9bb075d5b,Marietta,Cobb County,inner_suburb,20.69
Wendy's,3e43179c-c92b-4de4-8c50-386b4f556c63,Marietta,Cobb County,inner_suburb,20.78
McDonald's,5241ec6b-9323-4328-88cd-6dbc806947bd,Kennesaw,Cobb County,inner_suburb,20.79
Taco Bell,a9292eee-3f89-49d2-b9e3-75f3772d961d,Kennesaw,Cobb County,inner_suburb,20.80
Wendy's,aefda795-fae3-4c07-bccf-1541fedb4404,Hampton,Henry County,inner_suburb,20.92
Burger King,e8cf9698-d607-4ab4-a9e8-33e3cc418054,Hampton,Henry County,inner_suburb,20.99
Burger King,8ec54a24-4365-4db5-b104-a19441c168f3,Lilburn,Gwinnett County,inner_suburb,21.04
McDonald's,47c7234c-2c7c-4a81-a4cf-550f3cdf524a,Lilburn,Gwinnett County,inner_suburb,21.04
Taco Bell,e9c9de97-1ed3-4507-9408-6a91053605c0,Kennesaw,Cobb County,inner_suburb,21.15
McDonald's,dd1adc36-8514-4e6d-bad1-8e40cc672e9b,Lovejoy,Henry County,inner_suburb,21.19
Taco Bell,d35d9a03-5b76-48cc-8896-35a060111a2a,Lawrenceville,Gwinnett County,inner_suburb,21.26
McDonald's,fa83ada7-a10c-40bc-98e4-fda527ff979a,Kennesaw,Cobb County,inner_suburb,21.27
McDonald's,0ccb44aa-c136-4228-a506-ce8eaf245264,Conyers,Rockdale County,inner_suburb,21.32
McDonald's,1fd12390-aac6-4802-9ee4-eab609809662,Roswell,Fulton County,inner_suburb,21.32
Wendy's,e6ea1cd1-df9a-4f31-83d6-82b5286ff7f8,Douglasville,Douglas County,inner_suburb,21.36
Burger King,c6f7346e-b691-4365-bc1e-b2f2dca054bd,Roswell,Fulton County,inner_suburb,21.43
Wendy's,d51e1721-f6b2-4f20-bbd3-450767237de7,Duluth,Gwinnett County,inner_suburb,21.54
Taco Bell,49d3d0b3-e3a9-4242-a3fb-5c9216e8256e,Alpharetta,Fulton County,inner_suburb,21.58
McDonald's,86ef10b2-dcfa-4be2-959c-b61f1dfacf6e,Douglasville,Douglas County,inner_suburb,21.59
Taco Bell,2edbea93-79e0-43d9-ad06-ad108369461a,McDonough,Henry County,inner_suburb,21.61
McDonald's,94b74993-7ec1-4a14-91c1-6d004492366c,Duluth,Gwinnett County,inner_suburb,21.66
McDonald's,dda60042-213b-4a5a-b1d0-dc256e24fd59,Lawrenceville,Gwinnett County,inner_suburb,21.72
Burger King,009f43d4-5253-4150-b114-a6878f0c10f3,Douglasville,Douglas County,inner_suburb,21.80
McDonald's,9f01ff3d-10fb-48fb-b9b3-b1671513f90e,Palmetto,Fulton County,inner_suburb,21.84
Taco Bell,148258a2-16b7-4ad7-b09b-2d2da4b3f620,Roswell,Fulton County,inner_suburb,21.90
McDonald's,319360d1-0ada-407a-9b45-b67ec09da945,McDonough,Henry County,inner_suburb,21.91
Burger King,27a47d89-274d-421c-8c89-e6f274b26f2e,McDonough,Henry County,inner_suburb,21.95
Taco Bell,bde529b9-6cff-45ae-b6ff-45fe7a50d76c,Douglasville,Douglas County,inner_suburb,21.99
Wendy's,fe6e7bb4-9237-4887-a53b-7af3d749f44a,McDonough,Henry County,inner_suburb,22.02
Burger King,7c3f0f4f-e38b-4b3c-b7e7-0eec44c20f69,McDonough,Henry County,inner_suburb,22.05
Wendy's,c5b9ab45-492a-4b22-a73f-797cbae58833,McDonough,Henry County,inner_suburb,22.08
McDonald's,75e841e4-f8e5-4d22-affd-6f2f24842b5c,Snellville,Gwinnett County,inner_suburb,22.09
Wendy's,0cf3cf1d-d4a6-4f8e-b53a-cf77343a35e5,Fayetteville,Fayette County,inner_suburb,22.15
McDonald's,266edf02-8108-4386-84b0-4dddd7e9c1cf,McDonough,Henry County,inner_suburb,22.15
McDonald's,8d30573c-91ea-4b01-97ca-f4b53e483ac3,Powder Springs,Cobb County,inner_suburb,22.35
Taco Bell,74be4ddc-07ad-41eb-a0d7-2a1942a9cd11,Kennesaw,Cobb County,inner_suburb,22.35
McDonald's,ceaa2f7d-c039-4499-8602-7a82dc4b5b16,Fayetteville,Fayette County,inner_suburb,22.37
Wendy's,f82befa2-a012-49fd-995e-92d176635373,Kennesaw,Cobb County,inner_suburb,22.44
Wendy's,64d6fa74-d533-4344-a2a2-b246f723774c,Snellville,Gwinnett County,inner_suburb,22.48
Wendy's,2be5743b-8837-422f-8a4b-2d60ec8ff9e5,Powder Springs,Cobb County,inner_suburb,22.50
Taco Bell,93fb5af2-697a-4d4e-aa51-4731dd595622,Conyers,Rockdale County,inner_suburb,22.57
McDonald's,e478844e-6200-4c75-99be-fb5b48a4989e,Conyers,Rockdale County,inner_suburb,22.65
Taco Bell,6de5516f-e875-44bf-a996-e3fbc2908b1a,Alpharetta,Fulton County,inner_suburb,22.67
Taco Bell,043d9b8d-4ac2-478c-b84b-95744ff3434d,Conyers,Rockdale County,inner_suburb,22.74
Burger King,8140a7a6-4e87-484b-a751-22dd8951891f,Conyers,Rockdale County,inner_suburb,22.75
McDonald's,ecc4b8f7-4733-4f72-a5f7-d7496f57475a,Alpharetta,Fulton County,inner_suburb,22.77
Wendy's,bcdd9acf-faae-42f3-8c3e-d64ab7648cbf,Conyers,Rockdale County,inner_suburb,22.79
Burger King,faf36836-2781-48db-a018-5b56445ff27a,Conyers,Rockdale County,inner_suburb,22.79
Burger King,a475d126-2bda-4a7d-b79c-df96f158ad73,Alpharetta,Fulton County,inner_suburb,22.83
Burger King,4602b3ac-b87c-455d-975d-8a5449a8b6af,Snellville,Gwinnett County,inner_suburb,22.83
Taco Bell,20220d1c-1f46-4e98-b80d-fdb46a9d08fa,Snellville,Gwinnett County,inner_suburb,22.90
Wendy's,7c9f75e8-3054-406f-9d99-0333cadac235,Hiram,Paulding County,inner_suburb,22.92
Taco Bell,fd7acaa7-f6af-42d6-bb10-92f7b81387d5,Alpharetta,Fulton County,inner_suburb,22.95
McDonald's,0a995059-969a-4556-add7-fbe8c6b8e0dc,Alpharetta,Fulton County,inner_suburb,23.10
Wendy's,05b9069e-63f1-4afc-b450-556d35cf1ca8,Conyers,Rockdale County,inner_suburb,23.10
Wendy's,4260b3c0-dd77-47d6-99e1-050d7e5a7a9f,Alpharetta,Fulton County,inner_suburb,23.11
McDonald's,dd6d5670-a33c-4538-bb9a-109efe1d8920,Duluth,Gwinnett County,inner_suburb,23.13
Burger King,cbdd6948-5edf-4acd-becf-e8ad1a065bd1,Kennesaw,Cobb County,inner_suburb,23.14
McDonald's,39093b43-e9ae-46ac-aa75-da8d1fbf73f5,Alpharetta,Fulton County,inner_suburb,23.15
Taco Bell,c71ef463-d38a-4977-ac6d-1b976ed6f5d7,Hiram,Paulding County,inner_suburb,23.15
McDonald's,52fe2cdb-7429-47e0-b5c7-5ff2273a243d,Snellville,Gwinnett County,inner_suburb,23.19
McDonald's,71928f8e-8a3c-42ee-89e2-164a0c887d17,Duluth,Fulton County,inner_suburb,23.28
Burger King,76ad60bd-4ed4-4719-a941-128e12a6119d,Kennesaw,Cobb County,inner_suburb,23.29
McDonald's,75a99179-543a-41cc-8c67-a74a340a84cb,Hiram,Paulding County,inner_suburb,23.36
Burger King,25805ee8-5d12-40b1-bc22-5f62ed6248dc,Hiram,Paulding County,inner_suburb,23.42
Burger King,a4896b9e-d66e-49c9-ade8-ee9c3ea3909a,Lawrenceville,Gwinnett County,inner_suburb,23.63
Taco Bell,9e2e67e3-a30b-4718-a39d-66031cf32450,Lawrenceville,Gwinnett County,inner_suburb,23.78
McDonald's,dcf39f47-94c1-47d8-88f8-b698f6a23070,Lawrenceville,Gwinnett County,inner_suburb,23.81
Burger King,52736cb9-5683-4478-9bbd-806856d7b08d,Lawrenceville,Gwinnett County,inner_suburb,23.81
Taco Bell,eb34b520-61a6-4b24-b5d8-a0a15cf9b62b,Lawrenceville,Gwinnett County,inner_suburb,23.81
Wendy's,06b1f06d-1cf4-4d4d-95bf-b9c9fc547a5d,Lawrenceville,Gwinnett County,inner_suburb,23.86
Taco Bell,4fb9e919-f707-466f-96f7-058c885eeecf,Dallas,Paulding County,inner_suburb,23.92
McDonald's,bf561a7e-b845-45e2-b31a-4ead26815eed,Woodstock,Cherokee County,inner_suburb,23.98
Burger King,03f2dfb9-9328-4577-af0a-a672d390d945,Alpharetta,Fulton County,inner_suburb,23.99
Wendy's,7e3e85b9-f4a1-45f6-99d7-0c808dc6ad2c,Kennesaw,Cobb County,inner_suburb,24.02
McDonald's,8a9dc2cf-86af-4963-8535-39ced4170d3d,McDonough,Henry County,inner_suburb,24.13
Wendy's,f48e57c1-41b3-4a18-95b9-59dd2433ab7f,Woodstock,Cherokee County,inner_suburb,24.16
Wendy's,dc6b6c2a-9d17-4851-8ee5-aaba91c8f889,Duluth,Fulton County,inner_suburb,24.28
McDonald's,fc6d648d-e1bd-40a1-9a7e-71d559745bee,Kennesaw,Cobb County,inner_suburb,24.30
Wendy's,36768b48-7e68-4abe-b22b-bea46ec24c72,Peachtree City,Fayette County,inner_suburb,24.35
Wendy's,492fc7cd-9cab-4de2-847a-1be56792e862,Lawrenceville,Gwinnett County,inner_suburb,24.40
Taco Bell,184af02c-43fc-4a22-840c-c1f80d7d4746,Kennesaw,Cobb County,inner_suburb,24.45
McDonald's,4f4f1a38-8bc8-4a30-9574-916e1ba8a3af,Lawrenceville,Gwinnett County,inner_suburb,24.47
Taco Bell,a7ef78da-8173-4ae2-aa0c-cac4fa91f548,Woodstock,Cherokee County,inner_suburb,24.48
Burger King,eeca4911-1cf6-4afa-8006-cb3dbbbca15c,Woodstock,Cherokee County,inner_suburb,24.50
McDonald's,c37c282e-8729-4d67-af81-d1ab9609bfd5,Kennesaw,Cobb County,inner_suburb,24.52
Burger King,e121e1ea-e493-48fb-ad24-8ab234d46c26,Kennesaw,Cobb County,inner_suburb,24.54
McDonald's,194f400d-9fcc-45b6-bcc3-b71c033dd892,Alpharetta,Fulton County,inner_suburb,24.55
McDonald's,1964d408-e751-41e4-817c-a79be60cba97,Woodstock,Cherokee County,inner_suburb,24.55
Burger King,909db6f2-b1cf-451a-9996-aa3e121c4640,Alpharetta,Fulton County,inner_suburb,24.62
Taco Bell,888bf615-319c-4840-b12b-41a1e122b6b6,Douglasville,Douglas County,inner_suburb,24.77
Burger King,e6d6645e-724c-46de-a1af-cb394aadc260,Conyers,Rockdale County,inner_suburb,24.93
Burger King,c55cdf54-76db-4554-a6df-cf164b91f385,McDonough,Henry County,outer_suburb,25.05
McDonald's,aef0df1e-8ff0-4cd7-8579-bb1ed39e6f62,Conyers,Rockdale County,outer_suburb,25.09
Wendy's,8544775d-3465-4546-84b7-769edd4ad4aa,Conyers,Rockdale County,outer_suburb,25.11
Taco Bell,82d50824-d7b2-46f2-93bf-4e2f5cf5725c,McDonough,Henry County,outer_suburb,25.12
Taco Bell,6eac8690-e7dd-49ce-989b-bba72112651f,Conyers,Rockdale County,outer_suburb,25.13
McDonald's,48892cdc-7cbb-455c-b000-fa22e67331ce,Acworth,Cobb County,outer_suburb,25.14
McDonald's,5bce0b35-a4c2-427f-9127-1729de8a1c05,Lawrenceville,Gwinnett County,outer_suburb,25.16
McDonald's,a99684e6-4e70-4a8a-9ba1-4c436a4f1696,McDonough,Henry County,outer_suburb,25.20
Wendy's,e8f3a49e-02c4-4609-884f-b8d22bf0b039,McDonough,Henry County,outer_suburb,25.21
McDonald's,d928d706-6d7b-4d91-a17c-86e0dbcf4598,Suwanee,Gwinnett County,outer_suburb,25.44
Wendy's,391ce477-0808-49fe-b8ec-f01cf8e537bd,Suwanee,Gwinnett County,outer_suburb,25.47
McDonald's,718a389d-42c5-4c7a-aa42-8f692c1a0a39,Peachtree City,Fayette County,outer_suburb,25.58
McDonald's,f8afee70-900c-4455-9648-9dad2813d949,Acworth,Cherokee County,outer_suburb,25.68
McDonald's,ec158282-7594-44d1-9eda-9068c381dbb4,Acworth,Cobb County,outer_suburb,25.76
Taco Bell,2e3a9801-1f41-4ab2-ae6e-3d61c5034136,Suwanee,Gwinnett County,outer_suburb,25.83
McDonald's,671c8c29-b67d-4c1a-94c8-79b1b7ce6ce0,Alpharetta,Fulton County,outer_suburb,25.85
Wendy's,4936b5b6-0064-4cff-b0d0-49e536e6798f,Acworth,Cobb County,outer_suburb,25.89
Wendy's,458400ec-41e8-4f69-bba3-061ab97650c8,Hampton,Henry County,outer_suburb,25.94
Taco Bell,b4ce5ccb-6c29-434f-a0b3-f1bc8b632b00,Acworth,Cobb County,outer_suburb,26.19
McDonald's,efc0c212-1c27-456b-a305-63fb6947c976,Lawrenceville,Gwinnett County,outer_suburb,26.20
Taco Bell,7437c2fb-beea-4ec2-b557-43f74b7bdc70,McDonough,Henry County,outer_suburb,26.21
Wendy's,b35589b1-e470-4031-8b13-7a02de8d22e8,Lawrenceville,Gwinnett County,outer_suburb,26.27
McDonald's,7d475aae-a2e0-4157-ad71-93ee1712bbdf,Dallas,Paulding County,outer_suburb,26.28
McDonald's,56bbb8dc-6ef2-4e22-88ed-ba9ecbdcdf50,McDonough,Henry County,outer_suburb,26.30
Taco Bell,a23e17d9-139d-4d8c-b9fc-7e4739880935,Lawrenceville,Gwinnett County,outer_suburb,26.37
Burger King,7d793fa1-9823-415f-8705-47d7a440e074,Lawrenceville,Gwinnett County,outer_suburb,26.38
Burger King,5e236981-da85-4321-9175-c458ce426c1b,Dallas,Paulding County,outer_suburb,26.45
Taco Bell,68fa2a13-8fa0-41d6-8936-ed0567eaef38,Grayson,Gwinnett County,outer_suburb,26.57
McDonald's,aee61277-6be2-4a45-aec6-131183feb424,Grayson,Gwinnett County,outer_suburb,26.58
McDonald's,ae1e0765-a979-48cf-a137-3f99b3311646,Woodstock,Cherokee County,outer_suburb,26.64
Burger King,7dbed6f6-85ea-43fa-9574-a509cb305f93,Grayson,Gwinnett County,outer_suburb,26.69
McDonald's,cca78059-6709-487e-8b4b-10ef96459132,Suwanee,Gwinnett County,outer_suburb,26.70
Wendy's,a6ba66ce-b026-41ce-82c3-0ff640df66c0,Alpharetta,Fulton County,outer_suburb,26.75
Burger King,77b2e256-9683-475e-a41a-3eb6c3d1fc73,Lawrenceville,Gwinnett County,outer_suburb,26.76
McDonald's,0c5e21c3-ffee-4ac8-8f3c-dc4e71b289aa,Lawrenceville,Gwinnett County,outer_suburb,26.80
Wendy's,a1a3fd89-b908-4fe3-ab2c-9961b1066e56,Suwanee,Gwinnett County,outer_suburb,26.87
Burger King,a441a657-8c87-4a5f-a3e0-375b68d46a23,Suwanee,Gwinnett County,outer_suburb,26.91
Wendy's,2ea494c9-e6f6-4706-b50f-54d3336abec9,Lawrenceville,Gwinnett County,outer_suburb,26.91
Wendy's,eaba9e0c-9de4-4ab7-9194-2b4f0e30feb5,Woodstock,Cherokee County,outer_suburb,26.93
McDonald's,be4e4b5b-c463-4709-aa5d-18a9cae41784,Woodstock,Cherokee County,outer_suburb,26.96
Taco Bell,69ac9dc7-bfbe-4e8c-983b-27b63ae09523,Woodstock,Cherokee County,outer_suburb,26.96
Burger King,9f2adcea-fadc-4d11-9095-bd77c117b728,Acworth,Cobb County,outer_suburb,27.02
McDonald's,618d897a-1c84-4f4c-abb0-b300ac193d6c,Covington,Newton County,outer_suburb,27.06
Taco Bell,3e62c908-175d-40c3-b45e-b28f26b9b296,Covington,Newton County,outer_suburb,27.19
Wendy's,b43586e4-97a6-4045-bcb1-1726a62db8cd,Covington,Newton County,outer_suburb,27.21
Wendy's,41873fc8-0a9b-40d2-b4e6-b978d7f73421,Acworth,Cobb County,outer_suburb,27.26
Wendy's,b0f1436a-bde1-47aa-8493-311ba840a94e,Loganville,Walton County,outer_suburb,27.29
McDonald's,758e8ab9-b70b-49fa-a082-e0a0b8ca7fb3,Acworth,Cobb County,outer_suburb,27.31
McDonald's,eaee3135-bdc6-4b97-a4d0-4116a5a8fd59,Dallas,Paulding County,outer_suburb,27.35
Wendy's,9da36585-2290-4911-aaeb-5797f44166b2,Dallas,Paulding County,outer_suburb,27.42
Taco Bell,12776cb9-3107-475d-94c0-19d938eed872,Dallas,Paulding County,outer_suburb,27.43
Taco Bell,831a36c2-19be-4f58-94e1-507cfcc29c2d,Suwanee,Gwinnett County,outer_suburb,27.46
Wendy's,df6051f3-e565-416e-826a-4551ae59f103,Suwanee,Gwinnett County,outer_suburb,27.47
McDonald's,1e268f21-2ee2-4b88-8992-8d531accb248,Suwanee,Gwinnett County,outer_suburb,27.57
Taco Bell,500b08db-4005-4ab5-84a7-39d92949f1e4,Dallas,Paulding County,outer_suburb,27.68
Wendy's,e98d9e5e-0418-498f-9263-577d991e645a,Dallas,Paulding County,outer_suburb,27.70
Wendy's,04993c2d-1b92-4483-9bea-e2ba6b6e650e,Sharpsburg,Coweta County,outer_suburb,27.70
McDonald's,3b2c4bc9-f613-4aeb-a975-aa69790ba617,Dallas,Paulding County,outer_suburb,27.73
Taco Bell,1d9a838e-eab9-4f10-8f6d-956e4e2f7211,Peachtree City,Fayette County,outer_suburb,27.73
Wendy's,f8b28c2a-5792-40eb-b301-895867fe2dbe,Woodstock,Cherokee County,outer_suburb,27.81
Taco Bell,3cac0b23-1dc0-4fa1-8ab9-63757151e06d,Acworth,Cobb County,outer_suburb,28.01
McDonald's,c749669d-0bf1-4c09-850a-df83d10db38b,Peachtree City,Fayette County,outer_suburb,28.01
Wendy's,ebf0319f-d6d3-451b-bde3-2ecf7a3c36d8,Peachtree City,Fayette County,outer_suburb,28.04
Taco Bell,3f13b0b9-a6dc-4bb1-8cbe-f662781acd17,Holly Springs,Cherokee County,outer_suburb,28.25
Taco Bell,623a3776-6a7a-4ab7-af4d-a06531be4560,Suwanee,Gwinnett County,outer_suburb,28.26
McDonald's,d42d9d23-ed78-4817-997c-8aad4e0009c4,Alpharetta,Fulton County,outer_suburb,28.32
McDonald's,eed52ef1-eb95-4663-a41b-caa8d6a2763b,Lawrenceville,Gwinnett County,outer_suburb,28.35
Wendy's,5d7b507c-0563-41a6-9d0f-b3fb625b2e4a,Loganville,Walton County,outer_suburb,28.35
Taco Bell,a34fdd9f-ba81-495b-99d1-700df4d6c336,Lawrenceville,Gwinnett County,outer_suburb,28.38
Taco Bell,0e9f3e03-b6f2-4988-a95a-326e4b2a4b98,Loganville,Walton County,outer_suburb,28.40
McDonald's,507a1178-4992-4939-998f-600b75aae0ed,Covington,Newton County,outer_suburb,28.41
Burger King,02846fa5-bae8-4575-a376-141b9e020ea8,Lawrenceville,Gwinnett County,outer_suburb,28.44
Burger King,b5603d59-d7e9-447f-aa40-dd16b5d1d130,Alpharetta,Fulton County,outer_suburb,28.45
McDonald's,67dcf2c0-501e-4afe-a7e5-91d63abbb240,Cumming,Forsyth County,outer_suburb,28.51
Taco Bell,ce6a46b1-6947-4cfa-8c17-005588565870,Sharpsburg,Coweta County,outer_suburb,28.68
Taco Bell,3278aca2-6d02-4fea-b158-13525c99d723,Alpharetta,Fulton County,outer_suburb,28.88
McDonald's,9a000610-3258-4f52-a42c-22b194fcf24a,Newnan,Coweta County,outer_suburb,28.89
McDonald's,d9d10979-2f21-4d54-b240-126cd53f7852,Locust Grove,Henry County,outer_suburb,28.99
McDonald's,6786860d-2daa-4c6a-acf2-a13c32872f91,Acworth,Cobb County,outer_suburb,29.00
McDonald's,89e40e85-70ba-46be-aa9b-43ba4008db98,Loganville,Walton County,outer_suburb,29.15
Wendy's,db520a98-3d2e-4bfa-9a10-d0ad87fc8ffc,Newnan,Coweta County,outer_suburb,29.15
Burger King,05916ebc-9a68-4c7b-a06c-6285d2278a07,Locust Grove,Henry County,outer_suburb,29.17
Burger King,6cbd6b40-66a6-49d4-811d-931864834844,Newnan,Coweta County,outer_suburb,29.22
Wendy's,00f9d511-6949-4735-a9e8-713ec543e925,McDonough,Henry County,outer_suburb,29.42
Burger King,efdad9b7-b96e-44d0-88dc-a1dba43fa3d0,Loganville,Walton County,outer_suburb,29.44
Wendy's,e72d54b9-330e-4f00-8b88-2e88b3e4124c,Villa Rica,Carroll County,outer_suburb,29.46
McDonald's,1bb2c96c-f3f3-462b-a1f0-fff1be753b08,Villa Rica,Carroll County,outer_suburb,29.47
Taco Bell,2c1e2b0d-0c13-40ea-9bad-23f046d9d948,Villa Rica,Carroll County,outer_suburb,29.49
McDonald's,95b48c41-17d0-4acf-96a1-75ea59624fb0,Canton,Cherokee County,outer_suburb,29.52
Burger King,a523c862-96a1-4268-9dd0-472f15a96fb2,Canton,Cherokee County,outer_suburb,29.56
Wendy's,689bff82-7129-4fee-9c35-48c86a79d574,Alpharetta,Fulton County,outer_suburb,29.67
Taco Bell,4918c1a6-cb7f-4174-b15d-6cd129592aaa,Canton,Cherokee County,outer_suburb,29.68
Wendy's,28bc7ea7-1d6b-4f2c-9657-74d9edb2c00b,Canton,Cherokee County,outer_suburb,29.69
Wendy's,a7dea129-d7cd-4674-a220-7776a118a9d6,Cumming,Forsyth County,outer_suburb,30.30
McDonald's,df58bed9-b548-4207-9eac-a81b0ba35b53,Lawrenceville,Gwinnett County,outer_suburb,30.30
Burger King,7903a57e-f33b-49ac-8951-8072e91b59d8,Cumming,Forsyth County,outer_suburb,30.40
McDonald's,0f374dfb-73af-4605-9676-e965a72c2794,Canton,Cherokee County,outer_suburb,30.76
McDonald's,4817fda2-30a8-4e7b-a7c9-c5912bea6a47,Cumming,Forsyth County,outer_suburb,30.91
Taco Bell,212fb53b-909a-44b9-a592-0c37220cace0,Covington,Newton County,outer_suburb,31.13
Taco Bell,23bda76e-8d5d-415e-9ae9-72dbd73e7ee6,Cumming,Forsyth County,outer_suburb,31.19
McDonald's,2d475769-a296-4bd2-b4c5-873c5aca69d1,Sugar Hill,Gwinnett County,outer_suburb,31.26
Wendy's,4610210f-23c4-4889-ae67-777019cdcfb9,Canton,Cherokee County,outer_suburb,31.28
Burger King,0c7c1c2b-67f3-43fa-8ce7-5dff75a34a71,Covington,Newton County,outer_suburb,31.30
Wendy's,2584e18d-b765-4a01-b974-720655121692,Locust Grove,Henry County,outer_suburb,31.33
McDonald's,e0608a72-1128-4b0b-bed8-2cb1101c5723,Locust Grove,Henry County,outer_suburb,31.34
Burger King,bc19add5-0414-43a4-8ce9-e3e65e8d9e92,Locust Grove,Henry County,outer_suburb,31.38
McDonald's,35aefe84-ab97-4e48-bca4-7abeecae652b,Buford,Gwinnett County,outer_suburb,31.48
